id,topic,difficulty,question,optionA,optionB,optionC,optionD,correctLetter,correctAnswer,explanation,source,tags
drivers-020,drivers,medium,What does the guide say about taking prescription drugs with alcohol?,It is safe as long as you take half the recommended dose,It is only dangerous with pain medications,Prescription drugs cancel out the effects of alcohol,Many drugs multiply the effects of alcohol and can cause severe impairment,D,Many drugs multiply the effects of alcohol and can cause severe impairment,"Some medications might not impact you on their own, but if taken with alcohol, they could cause severe impairment. Many drugs multiply the effects of alcohol or have other side effects.","WA Driver Guide §3.1, p. 74",medications|alcohol|polydrug
drivers-021,drivers,medium,"What is polydrug use, and why is it especially dangerous for drivers?",Using the same drug in increasing amounts; it causes tolerance,Mixing or taking more than one type of drug; it can produce effects greater than any drug on its own,Taking drugs at different times of day; it causes unpredictable effects,Using drugs prescribed for someone else; it causes allergic reactions,B,Mixing or taking more than one type of drug; it can produce effects greater than any drug on its own,Polydrug use is the mixing or taking of more than one type of drug. It can produce effects greater than any drug on its own and is the most common impairment involved in fatal crashes.,"WA Driver Guide §3.1, p. 75",polydrug|impairment|fatal-crashes
drivers-022,drivers,hard,"According to the guide, what is the most common impairment involved in fatal crashes?",Polydrug use (mixing more than one type of drug),Cannabis alone,Alcohol alone,Fatigue,A,Polydrug use (mixing more than one type of drug),"Polydrug use is the most common impairment involved in fatal crashes. It includes combinations of alcohol, cannabis, illegal drugs, prescription drugs, over-the-counter medicines, and other substances.","WA Driver Guide §3.1, p. 75",polydrug|fatal-crashes|impairment
drivers-023,drivers,easy,Which of the following is a sign of driver fatigue that means you should pull over?,Checking mirrors frequently,Drifting from your lane and hitting rumble strips,Feeling alert after drinking coffee,Adjusting your radio station,B,Drifting from your lane and hitting rumble strips,"Signs of fatigue include drifting from your lane, swerving, tailgating, hitting rumble strips, difficulty focusing, heavy eyelids, and trouble keeping your head up.","WA Driver Guide §3.1, p. 75",fatigue|drowsy-driving|signs
drivers-024,drivers,easy,"If you are driving alone and start to feel tired, what does the guide recommend?",Pull off the road and take a 20-minute nap,Drink coffee and keep driving,Open the windows and turn up the radio,Drive faster to reach your destination sooner,A,Pull off the road and take a 20-minute nap,"If you're traveling alone and start to feel tired, pull off the road and take a 20-minute nap. It's better to stop and sleep than to risk causing an accident.","WA Driver Guide §3.1, p. 76",fatigue|drowsy-driving|safety
drivers-025,drivers,medium,How often should you plan to stop during long trips to combat fatigue?,Every 50 miles or 1 hour,Every 150 miles or 4 hours,Every 200 miles or 3 hours,Every 100 miles or 2 hours,D,Every 100 miles or 2 hours,"Plan to stop about every 100 miles or 2 hours during long trips. Walk around, get fresh air, and drink water.","WA Driver Guide §3.1, p. 76",fatigue|trip-planning|safety
drivers-026,drivers,easy,How many hours of sleep do most people need to stay alert for driving?,4 to 6 hours,5 to 7 hours,7 to 9 hours,9 to 11 hours,C,7 to 9 hours,Most people need 7 to 9 hours of adequate sleep to stay alert for driving.,"WA Driver Guide §3.1, p. 76",fatigue|sleep|safety
drivers-027,drivers,easy,What does Washington law say about wearing earbuds or headphones while driving?,"It is against the law to wear earbuds, earphones, headphones, or headsets that broadcast sound or cancel noise",You may wear them only on highways,You may wear them in both ears if the volume is low,You may wear them as long as you can still hear sirens,A,"It is against the law to wear earbuds, earphones, headphones, or headsets that broadcast sound or cancel noise","It is against the law to drive a vehicle while wearing earbuds, earphones, headphones, or headsets that broadcast sound or cancel noise.","WA Driver Guide §3.0, p. 71",earbuds|hearing|law
drivers-028,drivers,medium,"Under Washington law, when may a driver use a hands-free device in one ear?","Any time while driving, regardless of device type",Only when the device complies with Washington Administrative Code statute 204-10-045,Only on interstate highways,Only when the vehicle is stopped at a traffic light,B,Only when the device complies with Washington Administrative Code statute 204-10-045,You can use a hands-free device in one ear if it complies with Washington Administrative Code statute 204-10-045.,"WA Driver Guide §3.0, p. 71",hands-free|hearing|law
drivers-029,drivers,hard,A driver with an instruction permit or intermediate license wants to use a hands-free Bluetooth device while driving. Is this legal in Washington?,"No, they cannot use a cell phone or any mobile electronic device while driving, even if hands-free","Yes, but only for navigation purposes","Yes, hands-free devices are permitted for all drivers","Yes, but only for calls lasting less than 2 minutes",A,"No, they cannot use a cell phone or any mobile electronic device while driving, even if hands-free","If you have an instruction permit or intermediate license, you cannot use a cell phone or any mobile electronic device while driving, even if it is hands-free. The only exception is reporting an emergency.","WA Driver Guide §3.0, p. 71",intermediate-license|cell-phone|hands-free
drivers-030,drivers,easy,"Under Washington's distracted driving law, which action is prohibited for ALL drivers regardless of age?",Talking to passengers,Holding any electronic device while driving,Listening to the radio,Using a mounted GPS for navigation,B,Holding any electronic device while driving,"You cannot hold any electronic device while driving (like cell phones, tablets, or gaming devices). This applies to all drivers, regardless of age or experience.","WA Driver Guide §3.4, p. 86",distracted-driving|electronic-devices|law
drivers-031,drivers,easy,Which of the following devices is specifically mentioned as prohibited to hold while driving in Washington?,Car key fob,Sunglasses,Gaming device,Water bottle,C,Gaming device,"You cannot hold any electronic device while driving, including cell phones, tablets, or gaming devices.","WA Driver Guide §3.4, p. 86",distracted-driving|electronic-devices|law
drivers-032,drivers,medium,What happens to fines for distracted driving after your first violation in Washington?,They remain the same amount,They are converted to community service,They are reduced if you complete a safety course,They can be doubled,D,They can be doubled,"A law enforcement officer can issue a ticket for violating the distracted driving law, which might result in heavy fines. Fines after your first violation can be doubled.","WA Driver Guide §3.4, p. 86",distracted-driving|fines|penalties
drivers-033,drivers,hard,An intermediate license holder receives their second traffic violation. What is the penalty?,A written warning from the DOL,"License suspended for 6 months or until age 18, whichever comes first",License suspended for 1 year,Required to retake the driving skills test,B,"License suspended for 6 months or until age 18, whichever comes first","For an intermediate license holder's second violation, the license is suspended for 6 months or until they turn 18, whichever comes first.","WA Driver Guide §1.8, p. 29",intermediate-license|penalties|suspension
